match_id,season,season_year,half,round,date,home_team_id,home_team,away_team_id,away_team,home_goals,away_goals,home_goals_ht,away_goals_ht,venue,result_home,involves_cruz_azul,inconsistency_note
2116,Apertura 2014,2014,apertura,4,2014-07-22,T010,Deportivo Toluca,T007,Pumas UNAM,2,3,0,0,Estadio Nemesio Díez,L,0,
2117,Apertura 2014,2014,apertura,4,2014-07-22,T016,Querétaro,T005,UANL Tigres,2,0,1,0,Estadio Corregidora,W,0,
2118,Apertura 2014,2014,apertura,4,2014-07-22,T008,Club Atlas,T014,Atlético San Luis,2,1,2,0,Estadio Jalisco,W,0,
2119,Apertura 2014,2014,apertura,4,2014-07-22,T001,Cruz Azul FC,T002,Club América,2,1,2,1,Estadio Ciudad de los Deportes,W,1,
2120,Apertura 2014,2014,apertura,5,2014-07-29,T018,Dorados Sinaloa,T005,Tigres,3,1,2,1,Estadio de Mazatlán,W,0,ALERTA: 'Dorados Sinaloa' → 'Mazatlán FC' (2020) — club_id T018
2121,Apertura 2014,2014,apertura,5,2014-07-29,T003,Monterrey,T010,Deportivo Toluca,4,3,0,1,Estadio BBVA,W,0,
2122,Apertura 2014,2014,apertura,5,2014-07-29,T002,CF América,T017,Puebla FC,2,1,1,1,Estadio Azteca,W,0,
2123,Apertura 2014,2014,apertura,5,2014-07-29,T007,Pumas UNAM,T004,Deportivo Guadalajara,3,1,2,1,Estadio Olímpico Universitario,W,0,
2124,Apertura 2014,2014,apertura,5,2014-07-29,T001,Cruz Azul,T012,Xoloitzcuintles,1,0,1,0,Estadio Ciudad de los Deportes,W,1,
2125,Apertura 2014,2014,apertura,5,2014-07-29,T013,Bravos de Juárez,T008,Atlas,3,0,1,0,Estadio Olímpico Benito Juárez,W,0,
2126,Apertura 2014,2014,apertura,5,2014-07-29,T006,León FC,T016,Querétaro,1,1,0,1,Estadio León,D,0,
2127,Apertura 2014,2014,apertura,5,2014-07-29,T009,Santos Laguna,T011,Monarcas Morelia,0,1,0,1,Estadio Corona,L,0,ALERTA: 'Monarcas Morelia' renombrado 'Mazatlán FC' desde 2020 — mismo club_id T011
2128,Apertura 2014,2014,apertura,6,2014-08-05,T017,La Franja,T008,Club Atlas,3,1,0,1,Estadio Cuauhtémoc,W,0,
2129,Apertura 2014,2014,apertura,6,2014-08-05,T007,UNAM Pumas,T010,Toluca FC,4,0,4,0,Estadio Olímpico Universitario,W,0,
2130,Apertura 2014,2014,apertura,6,2014-08-05,T002,Club América,T015,Impulsora Necaxa,0,2,0,1,Estadio Azteca,L,0,
2131,Apertura 2014,2014,apertura,6,2014-08-05,T012,Xoloitzcuintles,T003,CF Monterrey,3,0,2,0,Estadio Caliente,W,0,
2132,Apertura 2014,2014,apertura,6,2014-08-05,T009,Santos Laguna FC,T006,Club León,0,0,0,0,Estadio Corona,D,0,
2133,Apertura 2014,2014,apertura,6,2014-08-05,T013,Bravos de Juárez,T001,Cruz Azul FC,0,1,0,1,Estadio Olímpico Benito Juárez,L,1,
2134,Apertura 2014,2014,apertura,6,2014-08-05,T018,Dorados Sinaloa,T011,Monarcas Morelia,4,3,1,0,Estadio de Mazatlán,W,0,ALERTA: 'Dorados Sinaloa' → 'Mazatlán FC' (2020) — club_id T018
2135,Apertura 2014,2014,apertura,6,2014-08-05,T014,A. San Luis,T005,Tigres UANL,1,4,1,1,Estadio Alfonso Lastras,L,0,
2136,Apertura 2014,2014,apertura,7,2014-08-12,T006,León,T005,Tigres,3,1,2,1,Estadio León,W,0,
2137,Apertura 2014,2014,apertura,7,2014-08-12,T002,Club América,T014,Atlético San Luis,1,2,1,0,Estadio Azteca,L,0,
2138,Apertura 2014,2014,apertura,7,2014-08-12,T015,Impulsora Necaxa,T018,Dorados Sinaloa,1,1,1,1,Estadio Victoria,D,0,ALERTA: 'Dorados Sinaloa' → 'Mazatlán FC' (2020) — club_id T018
2139,Apertura 2014,2014,apertura,7,2014-08-12,T017,Club Puebla,T010,Toluca,1,2,1,0,Estadio Cuauhtémoc,L,0,
2140,Apertura 2014,2014,apertura,7,2014-08-12,T011,Monarcas Morelia,T012,Tijuana,4,0,1,0,Estadio Morelos,W,0,ALERTA: 'Monarcas Morelia' renombrado 'Mazatlán FC' desde 2020 — mismo club_id T011
2141,Apertura 2014,2014,apertura,7,2014-08-12,T009,Santos Laguna FC,T007,UNAM Pumas,1,3,0,2,Estadio Corona,L,0,
2142,Apertura 2014,2014,apertura,7,2014-08-12,T016,Gallos Blancos,T013,Juárez,0,2,0,2,Estadio Corregidora,L,0,
2143,Apertura 2014,2014,apertura,7,2014-08-12,T008,Club Atlas,T001,C. Azul,3,1,0,1,Estadio Jalisco,W,1,
2144,Apertura 2014,2014,apertura,8,2014-08-19,T013,Juárez,T002,Club América,2,2,0,0,Estadio Olímpico Benito Juárez,D,0,
2145,Apertura 2014,2014,apertura,8,2014-08-19,T004,Deportivo Guadalajara,T010,Toluca,0,0,0,0,Estadio Akron,D,0,
2146,Apertura 2014,2014,apertura,8,2014-08-19,T014,San Luis,T009,Santos Laguna,2,1,1,1,Estadio Alfonso Lastras,W,0,
2147,Apertura 2014,2014,apertura,8,2014-08-19,T015,Impulsora Necaxa,T007,UNAM Pumas,2,2,0,0,Estadio Victoria,D,0,
2148,Apertura 2014,2014,apertura,8,2014-08-19,T006,Club León,T003,Rayados,0,4,0,2,Estadio León,L,0,
2149,Apertura 2014,2014,apertura,8,2014-08-19,T012,Xoloitzcuintles,T016,Querétaro,3,0,1,0,Estadio Caliente,W,0,
2150,Apertura 2014,2014,apertura,8,2014-08-19,T017,La Franja,T011,Monarcas Morelia,0,4,0,3,Estadio Cuauhtémoc,L,0,ALERTA: 'Monarcas Morelia' renombrado 'Mazatlán FC' desde 2020 — mismo club_id T011
2151,Apertura 2014,2014,apertura,8,2014-08-19,T001,Cruz Azul FC,T018,Dorados Sinaloa,2,2,0,1,Estadio Ciudad de los Deportes,D,1,ALERTA: 'Dorados Sinaloa' → 'Mazatlán FC' (2020) — club_id T018
2152,Apertura 2014,2014,apertura,9,2014-08-26,T004,Chivas,T018,Dorados Sinaloa,1,1,0,0,Estadio Akron,D,0,ALERTA: 'Dorados Sinaloa' → 'Mazatlán FC' (2020) — club_id T018
2153,Apertura 2014,2014,apertura,9,2014-08-26,T011,Monarcas Morelia,T001,Cruz Azul,2,2,2,1,Estadio Morelos,D,1,ALERTA: 'Monarcas Morelia' renombrado 'Mazatlán FC' desde 2020 — mismo club_id T011
2154,Apertura 2014,2014,apertura,9,2014-08-26,T016,Gallos Blancos,T017,Puebla FC,2,4,0,4,Estadio Corregidora,L,0,
2155,Apertura 2014,2014,apertura,9,2014-08-26,T006,León FC,T014,San Luis,1,0,0,0,Estadio León,W,0,
2156,Apertura 2014,2014,apertura,9,2014-08-26,T015,Necaxa,T003,CF Monterrey,2,0,0,0,Estadio Victoria,W,0,
2157,Apertura 2014,2014,apertura,9,2014-08-26,T013,Juárez,T008,Atlas Guadalajara,1,3,0,2,Estadio Olímpico Benito Juárez,L,0,
2158,Apertura 2014,2014,apertura,9,2014-08-26,T007,Pumas,T012,Club Tijuana,0,2,0,1,Estadio Olímpico Universitario,L,0,
2159,Apertura 2014,2014,apertura,9,2014-08-26,T002,América,T009,Santos,1,1,0,1,Estadio Azteca,D,0,
2160,Apertura 2014,2014,apertura,10,2014-09-02,T016,Querétaro,T011,Monarcas Morelia,1,1,0,1,Estadio Corregidora,D,0,ALERTA: 'Monarcas Morelia' renombrado 'Mazatlán FC' desde 2020 — mismo club_id T011
2161,Apertura 2014,2014,apertura,10,2014-09-02,T008,Atlas,T002,América,2,2,1,1,Estadio Jalisco,D,0,
2162,Apertura 2014,2014,apertura,10,2014-09-02,T004,Guadalajara,T001,Cruz Azul,1,2,1,0,Estadio Akron,L,1,
2163,Apertura 2014,2014,apertura,10,2014-09-02,T018,Dorados Sinaloa,T017,La Franja,1,3,1,2,Estadio de Mazatlán,L,0,ALERTA: 'Dorados Sinaloa' → 'Mazatlán FC' (2020) — club_id T018
2164,Apertura 2014,2014,apertura,10,2014-09-02,T010,Deportivo Toluca,T007,UNAM Pumas,2,0,1,0,Estadio Nemesio Díez,W,0,
2165,Apertura 2014,2014,apertura,10,2014-09-02,T005,UANL Tigres,T013,FC Juárez,1,1,0,0,Estadio Universitario,D,0,
2166,Apertura 2014,2014,apertura,10,2014-09-02,T003,Rayados,T012,Tijuana,1,0,0,0,Estadio BBVA,W,0,
2167,Apertura 2014,2014,apertura,10,2014-09-02,T006,León FC,T014,Atlético San Luis,1,0,0,0,Estadio León,W,0,
2168,Apertura 2014,2014,apertura,11,2014-09-09,T016,Querétaro,T015,Club Necaxa,3,0,0,0,Estadio Corregidora,W,0,
2169,Apertura 2014,2014,apertura,11,2014-09-09,T008,Club Atlas,T009,Santos Laguna FC,1,2,0,2,Estadio Jalisco,L,0,
2170,Apertura 2014,2014,apertura,11,2014-09-09,T003,Rayados,T007,UNAM Pumas,2,0,0,0,Estadio BBVA,W,0,
2171,Apertura 2014,2014,apertura,11,2014-09-09,T018,Dorados Sinaloa,T002,CF América,1,1,0,0,Estadio de Mazatlán,D,0,ALERTA: 'Dorados Sinaloa' → 'Mazatlán FC' (2020) — club_id T018
2172,Apertura 2014,2014,apertura,11,2014-09-09,T005,Tigres,T012,Club Tijuana,1,0,1,0,Estadio Universitario,W,0,
2173,Apertura 2014,2014,apertura,11,2014-09-09,T006,Club León,T017,La Franja,4,1,4,1,Estadio León,W,0,
2174,Apertura 2014,2014,apertura,11,2014-09-09,T011,Monarcas Morelia,T001,Cruz Azul FC,0,2,0,1,Estadio Morelos,L,1,ALERTA: 'Monarcas Morelia' renombrado 'Mazatlán FC' desde 2020 — mismo club_id T011
2175,Apertura 2014,2014,apertura,11,2014-09-09,T014,A. San Luis,T013,FC Juárez,1,3,1,0,Estadio Alfonso Lastras,L,0,
2176,Apertura 2014,2014,apertura,12,2014-09-16,T009,Santos Laguna FC,T016,Gallos Blancos,1,1,0,1,Estadio Corona,D,0,
2177,Apertura 2014,2014,apertura,12,2014-09-16,T004,Deportivo Guadalajara,T012,Club Tijuana,2,4,2,0,Estadio Akron,L,0,
2178,Apertura 2014,2014,apertura,12,2014-09-16,T008,Atlas,T014,Atlético San Luis,2,1,1,0,Estadio Jalisco,W,0,
2179,Apertura 2014,2014,apertura,12,2014-09-16,T015,Impulsora Necaxa,T013,FC Juárez,4,1,2,0,Estadio Victoria,W,0,
2180,Apertura 2014,2014,apertura,12,2014-09-16,T002,América,T005,UANL Tigres,3,2,0,0,Estadio Azteca,W,0,
2181,Apertura 2014,2014,apertura,12,2014-09-16,T018,Dorados Sinaloa,T017,La Franja,0,1,0,1,Estadio de Mazatlán,L,0,ALERTA: 'Dorados Sinaloa' → 'Mazatlán FC' (2020) — club_id T018
2182,Apertura 2014,2014,apertura,12,2014-09-16,T011,Monarcas Morelia,T010,Toluca,0,4,0,1,Estadio Morelos,L,0,ALERTA: 'Monarcas Morelia' renombrado 'Mazatlán FC' desde 2020 — mismo club_id T011
2183,Apertura 2014,2014,apertura,12,2014-09-16,T003,CF Monterrey,T006,León FC,2,2,0,0,Estadio BBVA,D,0,
2184,Apertura 2014,2014,apertura,13,2014-09-23,T012,Xoloitzcuintles,T005,UANL Tigres,1,1,0,0,Estadio Caliente,D,0,
2185,Apertura 2014,2014,apertura,13,2014-09-23,T001,C. Azul,T017,Puebla FC,3,2,1,1,Estadio Ciudad de los Deportes,W,1,
2186,Apertura 2014,2014,apertura,13,2014-09-23,T014,Atlético San Luis,T006,León,2,0,2,0,Estadio Alfonso Lastras,W,0,
2187,Apertura 2014,2014,apertura,13,2014-09-23,T009,Santos,T008,Club Atlas,2,0,2,0,Estadio Corona,W,0,
2188,Apertura 2014,2014,apertura,13,2014-09-23,T004,Guadalajara,T011,Monarcas Morelia,0,3,0,3,Estadio Akron,L,0,ALERTA: 'Monarcas Morelia' renombrado 'Mazatlán FC' desde 2020 — mismo club_id T011
2189,Apertura 2014,2014,apertura,13,2014-09-23,T016,Querétaro FC,T010,Toluca FC,2,2,1,2,Estadio Corregidora,D,0,
2190,Apertura 2014,2014,apertura,13,2014-09-23,T007,Pumas UNAM,T013,Bravos de Juárez,2,2,2,0,Estadio Olímpico Universitario,D,0,
2191,Apertura 2014,2014,apertura,13,2014-09-23,T015,Club Necaxa,T018,Dorados Sinaloa,1,1,1,1,Estadio Victoria,D,0,ALERTA: 'Dorados Sinaloa' → 'Mazatlán FC' (2020) — club_id T018
2192,Apertura 2014,2014,apertura,14,2014-09-30,T013,FC Juárez,T003,Monterrey,4,1,2,0,Estadio Olímpico Benito Juárez,W,0,
2193,Apertura 2014,2014,apertura,14,2014-09-30,T012,Tijuana,T018,Dorados Sinaloa,2,2,0,1,Estadio Caliente,D,0,ALERTA: 'Dorados Sinaloa' → 'Mazatlán FC' (2020) — club_id T018
2194,Apertura 2014,2014,apertura,14,2014-09-30,T005,Tigres,T006,León FC,2,2,0,2,Estadio Universitario,D,0,
2195,Apertura 2014,2014,apertura,14,2014-09-30,T001,C. Azul,T015,Club Necaxa,0,1,0,0,Estadio Ciudad de los Deportes,L,1,
2196,Apertura 2014,2014,apertura,14,2014-09-30,T002,Club América,T010,Deportivo Toluca,0,2,0,1,Estadio Azteca,L,0,
2197,Apertura 2014,2014,apertura,14,2014-09-30,T016,Gallos Blancos,T014,A. San Luis,4,0,0,0,Estadio Corregidora,W,0,
2198,Apertura 2014,2014,apertura,14,2014-09-30,T004,Chivas,T011,Monarcas Morelia,0,1,0,1,Estadio Akron,L,0,ALERTA: 'Monarcas Morelia' renombrado 'Mazatlán FC' desde 2020 — mismo club_id T011
2199,Apertura 2014,2014,apertura,14,2014-09-30,T007,Pumas,T009,Santos Laguna,2,0,0,0,Estadio Olímpico Universitario,W,0,
2200,Apertura 2014,2014,apertura,15,2014-10-07,T004,Guadalajara,T007,UNAM Pumas,0,3,0,1,Estadio Akron,L,0,
2201,Apertura 2014,2014,apertura,15,2014-10-07,T002,Club América,T010,Deportivo Toluca,4,1,1,0,Estadio Azteca,W,0,
2202,Apertura 2014,2014,apertura,15,2014-10-07,T011,Monarcas Morelia,T015,Impulsora Necaxa,4,3,2,3,Estadio Morelos,W,0,ALERTA: 'Monarcas Morelia' renombrado 'Mazatlán FC' desde 2020 — mismo club_id T011
2203,Apertura 2014,2014,apertura,15,2014-10-07,T005,Tigres,T016,Querétaro,0,2,0,1,Estadio Universitario,L,0,
2204,Apertura 2014,2014,apertura,15,2014-10-07,T014,Atlético San Luis,T003,Rayados,0,0,0,0,Estadio Alfonso Lastras,D,0,
2205,Apertura 2014,2014,apertura,15,2014-10-07,T008,Club Atlas,T001,C. Azul,3,1,1,1,Estadio Jalisco,W,1,
2206,Apertura 2014,2014,apertura,15,2014-10-07,T009,Santos Laguna,T012,Club Tijuana,4,1,3,0,Estadio Corona,W,0,
2207,Apertura 2014,2014,apertura,15,2014-10-07,T006,León FC,T013,Juárez,4,1,4,0,Estadio León,W,0,
2208,Apertura 2014,2014,apertura,16,2014-10-14,T011,Monarcas Morelia,T014,A. San Luis,1,1,0,0,Estadio Morelos,D,0,ALERTA: 'Monarcas Morelia' renombrado 'Mazatlán FC' desde 2020 — mismo club_id T011
2209,Apertura 2014,2014,apertura,16,2014-10-14,T018,Dorados Sinaloa,T003,Monterrey,2,1,0,0,Estadio de Mazatlán,W,0,ALERTA: 'Dorados Sinaloa' → 'Mazatlán FC' (2020) — club_id T018
2210,Apertura 2014,2014,apertura,16,2014-10-14,T002,América,T004,Guadalajara,0,2,0,0,Estadio Azteca,L,0,
2211,Apertura 2014,2014,apertura,16,2014-10-14,T009,Santos Laguna FC,T008,Club Atlas,3,0,3,0,Estadio Corona,W,0,
2212,Apertura 2014,2014,apertura,16,2014-10-14,T006,Club León,T016,Querétaro,0,0,0,0,Estadio León,D,0,
2213,Apertura 2014,2014,apertura,16,2014-10-14,T001,Cruz Azul FC,T007,Pumas,0,0,0,0,Estadio Ciudad de los Deportes,D,1,
2214,Apertura 2014,2014,apertura,16,2014-10-14,T013,Juárez,T017,Puebla FC,1,4,1,4,Estadio Olímpico Benito Juárez,L,0,
2215,Apertura 2014,2014,apertura,16,2014-10-14,T012,Xoloitzcuintles,T010,Deportivo Toluca,4,3,3,2,Estadio Caliente,W,0,
2216,Apertura 2014,2014,apertura,17,2014-10-21,T010,Deportivo Toluca,T003,CF Monterrey,2,2,1,2,Estadio Nemesio Díez,D,0,
2217,Apertura 2014,2014,apertura,17,2014-10-21,T002,Club América,T016,Gallos Blancos,1,0,0,0,Estadio Azteca,W,0,
2218,Apertura 2014,2014,apertura,17,2014-10-21,T004,Chivas,T008,Atlas,1,1,0,0,Estadio Akron,D,0,
2219,Apertura 2014,2014,apertura,17,2014-10-21,T001,C. Azul,T011,Monarcas Morelia,2,1,2,1,Estadio Ciudad de los Deportes,W,1,ALERTA: 'Monarcas Morelia' renombrado 'Mazatlán FC' desde 2020 — mismo club_id T011
2220,Apertura 2014,2014,apertura,17,2014-10-21,T017,Puebla FC,T013,Bravos de Juárez,2,1,1,1,Estadio Cuauhtémoc,W,0,
2221,Apertura 2014,2014,apertura,17,2014-10-21,T015,Club Necaxa,T014,San Luis,3,2,2,1,Estadio Victoria,W,0,
2222,Apertura 2014,2014,apertura,17,2014-10-21,T007,Pumas UNAM,T009,Santos,2,1,0,1,Estadio Olímpico Universitario,W,0,
2223,Apertura 2014,2014,apertura,17,2014-10-21,T006,León,T005,UANL Tigres,2,1,0,0,Estadio León,W,0,
2224,Clausura 2015,2015,clausura,1,2015-01-01,T017,Club Puebla,T001,Cruz Azul,2,0,2,0,Estadio Cuauhtémoc,W,1,
2225,Clausura 2015,2015,clausura,1,2015-01-01,T018,Dorados Sinaloa,T016,Querétaro FC,2,2,1,2,Estadio de Mazatlán,D,0,ALERTA: 'Dorados Sinaloa' → 'Mazatlán FC' (2020) — club_id T018
2226,Clausura 2015,2015,clausura,1,2015-01-01,T002,Club América,T003,Monterrey,0,0,0,0,Estadio Azteca,D,0,
2227,Clausura 2015,2015,clausura,1,2015-01-01,T005,UANL Tigres,T015,Necaxa,3,1,1,1,Estadio Universitario,W,0,
2228,Clausura 2015,2015,clausura,1,2015-01-01,T012,Xoloitzcuintles,T010,Toluca,2,4,2,4,Estadio Caliente,L,0,
2229,Clausura 2015,2015,clausura,1,2015-01-01,T014,A. San Luis,T006,León FC,0,0,0,0,Estadio Alfonso Lastras,D,0,
2230,Clausura 2015,2015,clausura,1,2015-01-01,T008,Club Atlas,T011,Monarcas Morelia,2,1,1,0,Estadio Jalisco,W,0,ALERTA: 'Monarcas Morelia' renombrado 'Mazatlán FC' desde 2020 — mismo club_id T011
2231,Clausura 2015,2015,clausura,1,2015-01-01,T009,Santos Laguna,T007,Pumas,1,1,0,1,Estadio Corona,D,0,
2232,Clausura 2015,2015,clausura,2,2015-01-08,T011,Monarcas Morelia,T015,Impulsora Necaxa,0,0,0,0,Estadio Morelos,D,0,ALERTA: 'Monarcas Morelia' renombrado 'Mazatlán FC' desde 2020 — mismo club_id T011
2233,Clausura 2015,2015,clausura,2,2015-01-08,T018,Dorados Sinaloa,T004,Deportivo Guadalajara,3,3,1,0,Estadio de Mazatlán,D,0,ALERTA: 'Dorados Sinaloa' → 'Mazatlán FC' (2020) — club_id T018
2234,Clausura 2015,2015,clausura,2,2015-01-08,T014,San Luis,T010,Toluca FC,4,0,2,0,Estadio Alfonso Lastras,W,0,
2235,Clausura 2015,2015,clausura,2,2015-01-08,T002,América,T012,Xoloitzcuintles,0,2,0,1,Estadio Azteca,L,0,
2236,Clausura 2015,2015,clausura,2,2015-01-08,T001,C. Azul,T009,Santos,2,4,1,3,Estadio Ciudad de los Deportes,L,1,
2237,Clausura 2015,2015,clausura,2,2015-01-08,T006,León FC,T005,Tigres,1,3,0,1,Estadio León,L,0,
2238,Clausura 2015,2015,clausura,2,2015-01-08,T007,Pumas UNAM,T008,Atlas Guadalajara,0,0,0,0,Estadio Olímpico Universitario,D,0,
2239,Clausura 2015,2015,clausura,2,2015-01-08,T013,Juárez,T016,Gallos Blancos,3,2,1,1,Estadio Olímpico Benito Juárez,W,0,
2240,Clausura 2015,2015,clausura,3,2015-01-15,T002,CF América,T009,Santos,1,1,1,0,Estadio Azteca,D,0,
2241,Clausura 2015,2015,clausura,3,2015-01-15,T014,Atlético San Luis,T001,Cruz Azul FC,4,3,3,2,Estadio Alfonso Lastras,W,1,
2242,Clausura 2015,2015,clausura,3,2015-01-15,T015,Necaxa,T016,Querétaro FC,0,2,0,2,Estadio Victoria,L,0,
2243,Clausura 2015,2015,clausura,3,2015-01-15,T007,Pumas UNAM,T011,Monarcas Morelia,0,2,0,0,Estadio Olímpico Universitario,L,0,ALERTA: 'Monarcas Morelia' renombrado 'Mazatlán FC' desde 2020 — mismo club_id T011
2244,Clausura 2015,2015,clausura,3,2015-01-15,T018,Dorados Sinaloa,T003,Monterrey,1,2,0,0,Estadio de Mazatlán,L,0,ALERTA: 'Dorados Sinaloa' → 'Mazatlán FC' (2020) — club_id T018
2245,Clausura 2015,2015,clausura,3,2015-01-15,T010,Toluca,T017,Club Puebla,2,0,1,0,Estadio Nemesio Díez,W,0,
2246,Clausura 2015,2015,clausura,3,2015-01-15,T005,UANL Tigres,T012,Xoloitzcuintles,1,3,1,1,Estadio Universitario,L,0,
2247,Clausura 2015,2015,clausura,3,2015-01-15,T013,FC Juárez,T008,Atlas Guadalajara,2,0,2,0,Estadio Olímpico Benito Juárez,W,0,
2248,Clausura 2015,2015,clausura,4,2015-01-22,T005,Tigres UANL,T004,Deportivo Guadalajara,2,3,1,1,Estadio Universitario,L,0,
2249,Clausura 2015,2015,clausura,4,2015-01-22,T017,Club Puebla,T006,Club León,1,2,1,2,Estadio Cuauhtémoc,L,0,
2250,Clausura 2015,2015,clausura,4,2015-01-22,T014,San Luis,T015,Club Necaxa,1,2,1,2,Estadio Alfonso Lastras,L,0,
2251,Clausura 2015,2015,clausura,4,2015-01-22,T001,Cruz Azul,T008,Atlas,1,2,0,2,Estadio Ciudad de los Deportes,L,1,
2252,Clausura 2015,2015,clausura,4,2015-01-22,T016,Querétaro FC,T010,Deportivo Toluca,1,1,0,1,Estadio Corregidora,D,0,
2253,Clausura 2015,2015,clausura,4,2015-01-22,T003,Rayados,T011,Monarcas Morelia,4,4,1,0,Estadio BBVA,D,0,ALERTA: 'Monarcas Morelia' renombrado 'Mazatlán FC' desde 2020 — mismo club_id T011
2254,Clausura 2015,2015,clausura,4,2015-01-22,T007,Pumas UNAM,T018,Dorados Sinaloa,3,4,1,4,Estadio Olímpico Universitario,L,0,ALERTA: 'Dorados Sinaloa' → 'Mazatlán FC' (2020) — club_id T018
2255,Clausura 2015,2015,clausura,4,2015-01-22,T002,Club América,T009,Santos Laguna FC,0,1,0,1,Estadio Azteca,L,0,
2256,Clausura 2015,2015,clausura,5,2015-01-29,T013,FC Juárez,T012,Tijuana,2,2,0,2,Estadio Olímpico Benito Juárez,D,0,
2257,Clausura 2015,2015,clausura,5,2015-01-29,T010,Toluca,T005,Tigres UANL,1,0,1,0,Estadio Nemesio Díez,W,0,
2258,Clausura 2015,2015,clausura,5,2015-01-29,T011,Monarcas Morelia,T003,Rayados,2,0,1,0,Estadio Morelos,W,0,ALERTA: 'Monarcas Morelia' renombrado 'Mazatlán FC' desde 2020 — mismo club_id T011
2259,Clausura 2015,2015,clausura,5,2015-01-29,T002,Club América,T004,Guadalajara,2,0,0,0,Estadio Azteca,W,0,
2260,Clausura 2015,2015,clausura,5,2015-01-29,T014,Atlético San Luis,T017,La Franja,4,4,3,3,Estadio Alfonso Lastras,D,0,
2261,Clausura 2015,2015,clausura,5,2015-01-29,T018,Dorados Sinaloa,T015,Necaxa,2,0,1,0,Estadio de Mazatlán,W,0,ALERTA: 'Dorados Sinaloa' → 'Mazatlán FC' (2020) — club_id T018
2262,Clausura 2015,2015,clausura,5,2015-01-29,T008,Atlas,T016,Gallos Blancos,0,1,0,0,Estadio Jalisco,L,0,
2263,Clausura 2015,2015,clausura,5,2015-01-29,T001,C. Azul,T009,Santos,2,1,1,0,Estadio Ciudad de los Deportes,W,1,
2264,Clausura 2015,2015,clausura,6,2015-02-05,T006,Club León,T009,Santos,0,0,0,0,Estadio León,D,0,
2265,Clausura 2015,2015,clausura,6,2015-02-05,T005,Tigres UANL,T007,Pumas UNAM,3,1,0,0,Estadio Universitario,W,0,
2266,Clausura 2015,2015,clausura,6,2015-02-05,T001,C. Azul,T002,CF América,1,0,0,0,Estadio Ciudad de los Deportes,W,1,
2267,Clausura 2015,2015,clausura,6,2015-02-05,T008,Atlas,T010,Toluca FC,3,4,1,4,Estadio Jalisco,L,0,
2268,Clausura 2015,2015,clausura,6,2015-02-05,T004,Guadalajara,T018,Dorados Sinaloa,0,0,0,0,Estadio Akron,D,0,ALERTA: 'Dorados Sinaloa' → 'Mazatlán FC' (2020) — club_id T018
2269,Clausura 2015,2015,clausura,6,2015-02-05,T003,CF Monterrey,T015,Impulsora Necaxa,3,4,0,2,Estadio BBVA,L,0,
2270,Clausura 2015,2015,clausura,6,2015-02-05,T012,Club Tijuana,T017,Puebla FC,3,2,2,1,Estadio Caliente,W,0,
2271,Clausura 2015,2015,clausura,6,2015-02-05,T014,Atlético San Luis,T016,Querétaro FC,1,2,0,1,Estadio Alfonso Lastras,L,0,
2272,Clausura 2015,2015,clausura,7,2015-02-12,T007,UNAM Pumas,T011,Monarcas Morelia,1,0,0,0,Estadio Olímpico Universitario,W,0,ALERTA: 'Monarcas Morelia' renombrado 'Mazatlán FC' desde 2020 — mismo club_id T011
2273,Clausura 2015,2015,clausura,7,2015-02-12,T017,Puebla FC,T010,Toluca,0,4,0,1,Estadio Cuauhtémoc,L,0,
2274,Clausura 2015,2015,clausura,7,2015-02-12,T006,Club León,T016,Querétaro,1,1,1,1,Estadio León,D,0,
2275,Clausura 2015,2015,clausura,7,2015-02-12,T009,Santos Laguna FC,T003,Rayados,1,2,1,1,Estadio Corona,L,0,
2276,Clausura 2015,2015,clausura,7,2015-02-12,T004,Guadalajara,T002,Club América,3,1,3,1,Estadio Akron,W,0,
2277,Clausura 2015,2015,clausura,7,2015-02-12,T014,A. San Luis,T015,Club Necaxa,1,0,1,0,Estadio Alfonso Lastras,W,0,
2278,Clausura 2015,2015,clausura,7,2015-02-12,T001,Cruz Azul,T012,Club Tijuana,0,1,0,1,Estadio Ciudad de los Deportes,L,1,
2279,Clausura 2015,2015,clausura,7,2015-02-12,T013,Juárez,T018,Dorados Sinaloa,1,0,0,0,Estadio Olímpico Benito Juárez,W,0,ALERTA: 'Dorados Sinaloa' → 'Mazatlán FC' (2020) — club_id T018
2280,Clausura 2015,2015,clausura,8,2015-02-19,T001,C. Azul,T009,Santos,2,3,0,1,Estadio Ciudad de los Deportes,L,1,
2281,Clausura 2015,2015,clausura,8,2015-02-19,T006,León FC,T013,FC Juárez,0,1,0,1,Estadio León,L,0,
2282,Clausura 2015,2015,clausura,8,2015-02-19,T010,Toluca FC,T005,Tigres,2,0,0,0,Estadio Nemesio Díez,W,0,
2283,Clausura 2015,2015,clausura,8,2015-02-19,T018,Dorados Sinaloa,T015,Club Necaxa,2,0,2,0,Estadio de Mazatlán,W,0,ALERTA: 'Dorados Sinaloa' → 'Mazatlán FC' (2020) — club_id T018
2284,Clausura 2015,2015,clausura,8,2015-02-19,T004,Chivas,T008,Atlas Guadalajara,2,0,2,0,Estadio Akron,W,0,
2285,Clausura 2015,2015,clausura,8,2015-02-19,T002,América,T007,UNAM Pumas,1,0,1,0,Estadio Azteca,W,0,
2286,Clausura 2015,2015,clausura,8,2015-02-19,T003,Rayados,T012,Xoloitzcuintles,0,1,0,0,Estadio BBVA,L,0,
